TEAM0,TEAM1,TEAM0_WIN,GP_DIFF,W_DIFF,L_DIFF,MIN_DIFF,FGM_DIFF,FGA_DIFF,FG_PCT_DIFF,FG3M_DIFF,FG3A_DIFF,FG3_PCT_DIFF,FTM_DIFF,FTA_DIFF,FT_PCT_DIFF,OREB_DIFF,DREB_DIFF,REB_DIFF,AST_DIFF,TOV_DIFF,STL_DIFF,BLK_DIFF,BLKA_DIFF,PF_DIFF,PFD_DIFF,PTS_DIFF,PLUS_MINUS_DIFF,GP_RANK_DIFF,W_RANK_DIFF,L_RANK_DIFF,MIN_RANK_DIFF,FGM_RANK_DIFF,FGA_RANK_DIFF,FG_PCT_RANK_DIFF,FG3M_RANK_DIFF,FG3A_RANK_DIFF,FG3_PCT_RANK_DIFF,FTM_RANK_DIFF,FTA_RANK_DIFF,FT_PCT_RANK_DIFF,OREB_RANK_DIFF,DREB_RANK_DIFF,REB_RANK_DIFF,AST_RANK_DIFF,TOV_RANK_DIFF,STL_RANK_DIFF,BLK_RANK_DIFF,BLKA_RANK_DIFF,PF_RANK_DIFF,PFD_RANK_DIFF,PTS_RANK_DIFF,PLUS_MINUS_RANK_DIFF
New York Knicks,Portland Trail Blazers,1,0,15,-15,20.0,228,-81,0.035999999999999976,-26,-301,0.02699999999999997,-29,-124,0.038000000000000034,-205,31,-174,302,-221.0,-7,-109,-47,-151,-27,401,580.0,0,-16,-16,-12,-16,9,-21,5,13,-18,5,11,-21,17,-2,12,-16,-24,2,21,-10,-17,7,-13,-14
New York Knicks,Sacramento Kings,1,0,11,-11,0.0,24,-70,0.008000000000000007,-1,-93,0.01200000000000001,-43,-42,-0.006000000000000005,-11,-116,-127,85,-4.0,51,-33,56,-141,39,4,297.0,0,-11,-11,0,-2,8,-7,1,3,-11,8,4,1,3,11,8,-2,-1,-12,4,11,-13,-9,-1,-8
San Antonio Spurs,New York Knicks,0,0,-17,17,-30.0,-127,47,-0.020999999999999963,127,452,-0.01200000000000001,-25,25,-0.026000000000000023,6,78,84,94,50.0,2,131,-50,-44,-126,-152,-562.0,0,18,18,21,7,-3,12,-15,-20,12,3,-2,16,-2,-4,-5,-5,5,-1,-25,-9,-1,18,7,13
New York Knicks,Toronto Raptors,1,0,21,-21,15.0,139,-147,0.02799999999999997,62,8,0.02100000000000002,63,-33,0.052000000000000046,-144,-59,-203,-86,-169.0,7,-24,-78,-331,70,403,688.0,0,-19,-19,-7,-8,12,-15,-5,-1,-15,-7,3,-24,15,1,14,4,-19,-3,1,-13,-26,-14,-14,-16
New York Knicks,Utah Jazz,1,0,34,-34,15.0,248,43,0.03199999999999997,-113,-473,0.019000000000000017,-64,-140,0.026000000000000023,-93,-134,-227,161,-324.0,116,-36,-121,-142,-26,319,1102.0,0,-25,-25,-7,-18,-2,-17,14,21,-14,13,13,-17,11,14,19,-9,-25,-17,5,-14,-14,6,-12,-20
Washington Wizards,New York Knicks,0,0,-33,33,-30.0,-320,56,-0.046999999999999986,44,416,-0.033999999999999975,-42,-6,-0.02200000000000002,-23,109,86,-196,188.0,-48,96,22,211,-64,-638,-1356.0,0,24,24,21,20,-6,23,-7,-18,21,4,2,11,2,-10,-6,14,22,10,-18,5,20,11,18,22
Orlando Magic,Oklahoma City Thunder,0,0,-27,27,5.0,-530,-566,-0.03699999999999998,-271,-292,-0.055999999999999994,95,218,-0.04399999999999993,43,-284,-241,-315,204.0,-118,23,-31,17,181,-1236,-1065.0,0,14,14,-6,26,26,20,24,13,24,-14,-19,18,-6,22,16,18,15,5,-1,-6,1,-22,24,16
Philadelphia 76ers,Oklahoma City Thunder,0,0,-44,44,20.0,-406,-432,-0.02799999999999997,-151,-134,-0.032999999999999974,70,172,-0.038999999999999924,-19,-390,-409,-301,156.0,-95,-99,28,-75,45,-893,-1566.0,0,25,25,-20,23,20,16,15,7,21,-12,-17,14,2,24,19,17,8,4,21,5,-6,-6,22,24
Oklahoma City Thunder,Phoenix Suns,1,0,32,-32,-25.0,279,525,0.0040000000000000036,16,72,-0.0040000000000000036,-10,-30,0.008999999999999897,88,100,188,-75,-192.0,254,73,63,160,-24,564,1301.0,0,-20,-20,23,-15,-23,-4,-1,-2,3,1,4,-1,-8,-12,-14,2,-14,-27,-14,11,15,3,-14,-22
Oklahoma City Thunder,Portland Trail Blazers,1,0,32,-32,-15.0,335,204,0.03199999999999997,135,89,0.03199999999999997,-17,-148,0.05699999999999994,-224,225,1,250,-348.0,169,32,-61,73,-96,788,1299.0,0,-20,-20,15,-20,-6,-19,-13,-4,-20,3,14,-25,18,-21,-1,-15,-28,-10,-6,-12,4,20,-18,-21
Sacramento Kings,Oklahoma City Thunder,0,0,-28,28,35.0,-131,-215,-0.0040000000000000036,-160,-297,-0.017000000000000015,31,66,-0.0129999999999999,30,-78,-48,-33,131.0,-227,-108,-42,-83,30,-391,-1016.0,0,15,15,-27,6,7,5,17,14,13,-6,-7,3,-4,8,5,1,5,24,23,-9,-8,-4,6,15
San Antonio Spurs,Oklahoma City Thunder,0,0,-34,34,5.0,-234,-238,-0.01699999999999996,-34,62,-0.017000000000000015,-37,49,-0.04499999999999993,25,-116,-91,146,177.0,-174,-10,-36,-268,-57,-539,-1281.0,0,22,22,-6,11,12,10,3,-3,14,5,-5,20,-3,15,8,-6,9,11,2,-7,-22,5,12,20
Toronto Raptors,Oklahoma City Thunder,0,0,-38,38,20.0,-246,-138,-0.023999999999999966,-223,-398,-0.026000000000000023,-75,57,-0.07099999999999995,163,-135,28,138,296.0,-183,-117,92,107,-1,-790,-1407.0,0,23,23,-20,12,3,13,23,18,17,9,-6,28,-16,18,-1,-5,23,15,26,15,5,1,19,23
Utah Jazz,Oklahoma City Thunder,0,0,-51,51,20.0,-355,-328,-0.02799999999999997,-48,83,-0.02400000000000002,52,164,-0.04499999999999993,112,-60,52,-109,451.0,-292,-105,135,-82,95,-706,-1821.0,0,29,29,-20,22,17,15,4,-4,16,-11,-16,21,-12,5,-6,8,29,29,22,16,-7,-19,17,27
Washington Wizards,Oklahoma City Thunder,0,0,-50,50,5.0,-427,-229,-0.04299999999999998,-117,26,-0.03899999999999998,-54,18,-0.040999999999999925,-4,-85,-89,-144,315.0,-224,-45,36,-13,5,-1025,-2075.0,0,28,28,-6,24,9,21,11,-1,23,6,-1,15,1,9,7,13,26,22,9,7,-1,-2,23,29
Orlando Magic,Philadelphia 76ers,0,0,17,-17,-15.0,-124,-134,-0.009000000000000008,-120,-158,-0.02300000000000002,25,46,-0.0050000000000000044,62,106,168,-14,48.0,-23,122,-59,92,136,-343,501.0,0,-11,-11,14,3,6,4,9,6,3,-2,-2,4,-8,-2,-3,1,7,1,-22,-11,7,-16,2,-8
Phoenix Suns,Orlando Magic,1,0,-5,5,20.0,251,41,0.032999999999999974,255,220,0.06,-85,-188,0.03500000000000003,-131,184,53,390,-12.0,-136,-96,-32,-177,-157,672,-236.0,0,6,6,-17,-11,-3,-16,-23,-11,-27,13,15,-17,14,-10,-2,-20,-1,22,15,-5,-16,19,-10,6
Portland Trail Blazers,Orlando Magic,1,0,-5,5,10.0,195,362,0.0050000000000000044,136,203,0.02400000000000002,-78,-70,-0.013000000000000012,181,59,240,65,144.0,-51,-55,92,-90,-85,448,-234.0,0,6,6,-9,-6,-20,-1,-11,-9,-4,11,5,7,-12,-1,-15,-3,13,5,7,18,-5,2,-6,5
Sacramento Kings,Orlando Magic,1,0,-1,1,30.0,399,351,0.032999999999999974,111,-5,0.03899999999999998,-64,-152,0.031000000000000028,-13,206,193,282,-73.0,-109,-131,-11,-100,-151,845,49.0,0,1,1,-21,-20,-19,-15,-7,1,-11,8,12,-15,2,-14,-11,-17,-10,19,24,-3,-9,18,-18,-1
San Antonio Spurs,Orlando Magic,1,0,-7,7,0.0,296,328,0.020000000000000018,237,354,0.03899999999999998,-132,-169,-0.0010000000000000009,-18,168,150,461,-27.0,-56,-33,-5,-285,-238,697,-216.0,0,8,8,0,-15,-14,-10,-21,-16,-10,19,14,2,3,-7,-8,-24,-6,6,3,-1,-23,27,-12,4
Toronto Raptors,Orlando Magic,1,0,-11,11,15.0,284,428,0.013000000000000012,48,-106,0.02999999999999997,-170,-161,-0.027000000000000024,120,149,269,453,92.0,-65,-140,123,90,-182,446,-342.0,0,9,9,-14,-14,-23,-7,-1,5,-7,23,13,10,-10,-4,-17,-23,8,10,27,21,4,23,-5,7
Orlando Magic,Utah Jazz,0,0,24,-24,-15.0,-175,-238,-0.009000000000000008,-223,-375,-0.03199999999999997,43,54,0.0010000000000000009,-69,-224,-293,-206,-247.0,174,128,-166,99,86,-530,756.0,0,-15,-15,14,4,9,5,20,17,8,-3,-3,-3,6,17,22,10,-14,-24,-23,-22,8,-3,7,-11
Orlando Magic,Washington Wizards,0,0,23,-23,0.0,-103,-337,0.006000000000000005,-154,-318,-0.017000000000000015,149,200,-0.0030000000000000027,47,-199,-152,-171,-111.0,106,68,-67,30,176,-211,1010.0,0,-14,-14,0,2,17,-1,13,14,1,-20,-18,3,-7,13,9,5,-11,-17,-10,-13,2,-20,1,-13
Phoenix Suns,Philadelphia 76ers,1,0,12,-12,5.0,127,-93,0.023999999999999966,135,62,0.03699999999999998,-60,-142,0.030000000000000027,-69,290,221,376,36.0,-159,26,-91,-85,-21,329,265.0,0,-5,-5,-3,-8,3,-12,-14,-5,-24,11,13,-13,6,-12,-5,-19,6,23,-7,-16,-9,3,-8,-2
Philadelphia 76ers,Portland Trail Blazers,0,0,-12,12,5.0,-71,-228,0.0040000000000000036,-16,-45,-0.0010000000000000009,53,24,0.018000000000000016,-243,-165,-408,-51,-192.0,74,-67,-33,-2,-51,-105,-267.0,0,5,5,-5,3,14,-3,2,3,1,-9,-3,-11,20,3,18,2,-20,-6,15,-7,-2,14,4,3
Sacramento Kings,Philadelphia 76ers,1,0,16,-16,15.0,275,217,0.023999999999999966,-9,-163,0.01599999999999996,-39,-106,0.026000000000000023,49,312,361,268,-25.0,-132,-9,-70,-8,-15,502,550.0,0,-10,-10,-7,-17,-13,-11,2,7,-8,6,10,-11,-6,-16,-14,-16,-3,20,2,-14,-2,2,-16,-9
Philadelphia 76ers,San Antonio Spurs,0,0,-10,10,15.0,-172,-194,-0.01100000000000001,-117,-196,-0.01599999999999996,107,123,0.006000000000000005,-44,-274,-318,-447,-21.0,79,-89,64,193,102,-354,-285.0,0,3,3,-14,12,8,6,12,10,7,-17,-12,-6,5,9,11,23,-1,-7,19,12,16,-11,10,4
Toronto Raptors,Philadelphia 76ers,1,0,6,-6,0.0,160,294,0.0040000000000000036,-72,-264,0.006999999999999951,-145,-115,-0.03200000000000003,182,255,437,439,140.0,-88,-18,64,182,-46,103,159.0,0,-2,-2,0,-11,-17,-3,8,11,-4,21,11,14,-18,-6,-20,-22,15,11,5,10,11,7,-3,-1
Utah Jazz,Philadelphia 76ers,1,0,-7,7,0.0,51,104,0.0,103,217,0.008999999999999952,-18,-8,-0.006000000000000005,131,330,461,192,295.0,-197,-6,107,-7,50,187,-255.0,0,4,4,0,-1,-3,-1,-11,-11,-5,1,1,7,-14,-19,-25,-9,21,25,1,11,-1,-13,-5,3
Philadelphia 76ers,Washington Wizards,1,0,6,-6,15.0,21,-203,0.015000000000000013,-34,-160,0.006000000000000005,124,154,0.0020000000000000018,-15,-305,-320,-157,-159.0,129,-54,-8,-62,40,132,509.0,0,-3,-3,-14,-1,11,-5,4,8,-2,-18,-16,-1,1,15,12,4,-18,-18,12,-2,-5,-4,-1,-5
Phoenix Suns,Portland Trail Blazers,1,0,0,0,10.0,56,-321,0.02799999999999997,119,17,0.035999999999999976,-7,-118,0.04800000000000004,-312,125,-187,325,-156.0,-85,-41,-124,-87,-72,224,-2.0,0,0,0,-8,-5,17,-15,-12,-2,-23,2,10,-24,26,-9,13,-17,-14,17,8,-23,-11,17,-4,1
Phoenix Suns,Sacramento Kings,0,0,-4,4,-10.0,-148,-310,0.0,144,225,0.02100000000000002,-21,-36,0.0040000000000000036,-118,-22,-140,108,61.0,-27,35,-21,-77,-6,-173,-285.0,0,5,5,4,9,16,-1,-16,-12,-16,5,3,-2,12,4,9,-3,9,3,-9,-2,-7,1,8,7
San Antonio Spurs,Phoenix Suns,1,0,-2,2,-20.0,45,287,-0.012999999999999956,-18,134,-0.02100000000000002,-47,19,-0.03600000000000003,113,-16,97,71,-15.0,80,63,27,-108,-81,25,20.0,0,2,2,17,-4,-11,6,2,-5,17,6,-1,19,-11,3,-6,-4,-5,-16,-12,4,-7,8,-2,-2
Phoenix Suns,Toronto Raptors,1,0,6,-6,5.0,-33,-387,0.019999999999999962,207,326,0.030000000000000027,85,-27,0.062000000000000055,-251,35,-216,-63,-104.0,-71,44,-155,-267,25,226,106.0,0,-3,-3,-3,3,20,-9,-22,-16,-20,-10,2,-27,24,-6,15,3,-9,12,-12,-26,-20,-4,-5,-1
Utah Jazz,Phoenix Suns,0,0,-19,19,-5.0,-76,197,-0.023999999999999966,-32,155,-0.028000000000000025,42,134,-0.03600000000000003,200,40,240,-184,259.0,-38,-32,198,78,71,-142,-520.0,0,9,9,3,7,-6,11,3,-6,19,-10,-12,20,-20,-7,-20,10,15,2,8,27,8,-16,3,5
Washington Wizards,Phoenix Suns,0,0,-18,18,-20.0,-148,296,-0.03899999999999998,-101,98,-0.04299999999999998,-64,-12,-0.03200000000000003,84,15,99,-219,123.0,30,28,99,147,-19,-461,-774.0,0,8,8,17,9,-14,17,10,-3,26,7,3,14,-7,-3,-7,15,12,-5,-5,18,14,1,9,7
Sacramento Kings,Portland Trail Blazers,1,0,4,-4,20.0,204,-11,0.02799999999999997,-25,-208,0.014999999999999958,14,-82,0.04400000000000004,-194,147,-47,217,-217.0,-58,-76,-103,-10,-66,397,283.0,0,-5,-5,-12,-14,1,-14,4,10,-7,-3,7,-22,14,-13,4,-14,-23,14,17,-21,-4,16,-12,-6
San Antonio Spurs,Portland Trail Blazers,1,0,-2,2,-10.0,101,-34,0.015000000000000013,101,151,0.014999999999999958,-54,-99,0.01200000000000001,-199,109,-90,396,-171.0,-5,22,-97,-195,-153,249,18.0,0,2,2,9,-9,6,-9,-10,-7,-6,8,9,-5,15,-6,7,-21,-19,1,-4,-19,-18,25,-6,-1
Toronto Raptors,Portland Trail Blazers,0,0,-6,6,5.0,89,66,0.008000000000000007,-88,-309,0.00599999999999995,-92,-91,-0.014000000000000012,-61,90,29,388,-52.0,-14,-85,31,180,-97,-2,-108.0,0,3,3,-5,-8,-3,-6,10,14,-3,12,8,3,2,-3,-2,-20,-5,5,20,3,9,21,1,2
Portland Trail Blazers,Utah Jazz,0,0,19,-19,-5.0,20,124,-0.0040000000000000036,-87,-172,-0.007999999999999952,-35,-16,-0.01200000000000001,112,-165,-53,-141,-103.0,123,73,-74,9,1,-82,522.0,0,-9,-9,5,-2,-11,4,9,8,4,8,2,4,-6,16,7,7,-1,-19,-16,-4,3,-1,1,-6
Washington Wizards,Portland Trail Blazers,0,0,-18,18,-10.0,-92,-25,-0.01100000000000001,18,115,-0.007000000000000006,-71,-130,0.016000000000000014,-228,140,-88,106,-33.0,-55,-13,-25,60,-91,-237,-776.0,0,8,8,9,4,3,2,-2,-5,3,9,13,-10,19,-12,6,-2,-2,12,3,-5,3,18,5,8
Sacramento Kings,San Antonio Spurs,1,0,6,-6,30.0,103,23,0.012999999999999956,-126,-359,0.0,68,17,0.03200000000000003,5,38,43,-179,-46.0,-53,-98,-6,185,87,148,265.0,0,-7,-7,-21,-5,-5,-5,14,17,-1,-11,-2,-17,-1,-7,-3,7,-4,13,21,-2,14,-9,-6,-5
Sacramento Kings,Toronto Raptors,1,0,10,-10,15.0,115,-77,0.019999999999999962,63,101,0.009000000000000008,106,9,0.05800000000000005,-133,57,-76,-171,-165.0,-44,9,-134,-190,31,399,391.0,0,-8,-8,-7,-6,4,-8,-6,-4,-4,-15,-1,-25,12,-10,6,6,-18,9,-3,-24,-13,-5,-13,-8
Utah Jazz,Sacramento Kings,0,0,-23,23,-15.0,-224,-113,-0.023999999999999966,112,380,-0.007000000000000006,21,98,-0.03200000000000003,82,18,100,-76,320.0,-65,3,177,1,65,-315,-805.0,0,14,14,7,16,10,10,-13,-18,3,-5,-9,18,-8,-3,-11,7,24,5,-1,25,1,-15,11,12
Sacramento Kings,Washington Wizards,1,0,22,-22,30.0,296,14,0.03899999999999998,-43,-323,0.021999999999999964,85,48,0.028000000000000025,34,7,41,111,-184.0,-3,-63,-78,-70,25,634,1059.0,0,-13,-13,-21,-18,-2,-16,6,15,-10,-12,-6,-12,-5,-1,-2,-12,-21,2,14,-16,-7,-2,-17,-14
San Antonio Spurs,Toronto Raptors,1,0,4,-4,-15.0,12,-100,0.007000000000000006,189,460,0.009000000000000008,38,-8,0.026000000000000023,-138,19,-119,8,-119.0,9,107,-128,-375,-56,251,126.0,0,-1,-1,14,-1,9,-3,-20,-21,-3,-4,1,-8,13,-3,9,-1,-14,-4,-24,-22,-27,4,-7,-3
San Antonio Spurs,Utah Jazz,1,0,17,-17,-15.0,121,90,0.01100000000000001,14,-21,0.007000000000000006,-89,-115,0.0,-87,-56,-143,255,-274.0,118,95,-171,-186,-152,167,540.0,0,-7,-7,14,-11,-5,-5,-1,1,-2,16,11,-1,9,10,14,-14,-20,-18,-20,-23,-15,24,-5,-7
Washington Wizards,San Antonio Spurs,0,0,-16,16,0.0,-193,9,-0.026000000000000023,-83,-36,-0.021999999999999964,-17,-31,0.0040000000000000036,-29,31,2,-290,138.0,-50,-35,72,255,62,-486,-794.0,0,6,6,0,13,-3,11,8,2,9,1,4,-5,4,-6,-1,19,17,11,7,14,21,-7,11,9
Toronto Raptors,Utah Jazz,0,0,13,-13,0.0,109,190,0.0040000000000000036,-175,-481,-0.0020000000000000018,-127,-107,-0.026000000000000023,51,-75,-24,247,-155.0,109,-12,-43,189,-96,-84,414.0,0,-6,-6,0,-10,-14,-2,19,22,1,20,10,7,-4,13,5,-13,-6,-14,4,-1,12,20,2,-4
Washington Wizards,Toronto Raptors,0,0,-12,12,-15.0,-181,-91,-0.019000000000000017,106,424,-0.012999999999999956,21,-39,0.030000000000000027,-167,50,-117,-282,19.0,-41,72,-56,-120,6,-235,-668.0,0,5,5,14,12,6,8,-12,-19,6,-3,5,-13,17,-9,8,18,3,7,-17,-8,-6,-3,4,6
Utah Jazz,Washington Wizards,1,0,-1,1,15.0,72,-99,0.015000000000000013,69,57,0.014999999999999958,106,146,-0.0040000000000000036,116,25,141,35,136.0,-68,-60,99,-69,90,319,254.0,0,1,1,-14,-2,8,-6,-7,-3,-7,-17,-15,6,-13,-4,-13,-5,3,7,13,9,-6,-17,-6,-2
